Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
EVT_8023306_NAME_sub;A question of religious tolerance;;;;;;;;;;;;;
EVT_8023301_NAME_sub;Shall we deal with the capitalists?;;;;;;;;;;;;;
EVT_8023302_NAME_sub;The people rise up;;;;;;;;;;;;;
EVT_8023305_NAME_sub;Should we ban luxuries?;;;;;;;;;;;;;
EVT_8023303_NAME_sub;Should private investment be legal?;;;;;;;;;;;;;
EVT_8023304_NAME_sub;Food for thought;;;;;;;;;;;;;
ITA_MNC_title;Occupy Monaco;;;;;;;;;;;;;
ITA_MNC_desc;§RGain 0.1 infamy§! Monaco is a state so tiny that with our newfound might we can easily take it over.;;;;;;;;;;;;;
mexico_usa_agreement_title;The Treaty of Guadalupe-Hidalgo;;;;;;;;;;;;;
mexico_usa_agreement_desc;The time has come to negotiate with Mexico.;;;;;;;;;;;;;
russo_persian_border_convention_title;The Russo-Persian Border;;;;;;;;;;;;;
russo_persian_border_convention_desc;Our border with Persia has as of yet not been defined. We can negotiate it in such a way that we gain land from Persia.;;;;;;;;;;;;;
pattani_integration_act_title;Integrate Pattani;;;;;;;;;;;;;
pattani_integration_act_desc;§RGain 1 infamy§! Pattani, our southern vassal, is ripe for annexation. The time has come to integrate them into the Siamese Kingdom.;;;;;;;;;;;;;
establish_writing_system_title;Establish a writing system;;;;;;;;;;;;;
establish_writing_system_desc;If we are to westernize, we must adopt a writing system to properly record knowledge.;;;;;;;;;;;;;
EVT123572DESC;After Sir Franklin's departure in 1845 to find the Northwest Passage which was last seen by a whale ship in Baffin Bay, it wasn't heard from again. In 1848 the admiralty sent a search mission to find evidence of the fate of the party. Thereafter dozens of ships sailed to the Canadian Arctic to investigate the fate of the expedition, with more and more details coming to light. The final search, organized by Franklin's wife, found a note stored in a cairn that explained that the expedition was stuck in the ice and they were trying to walk all the way to civilized Canada. Several Inuits reported seeing a group of white men heading South and slowly starving, lastly resorting to cannibalism. None survived.;;;;;;;;;;;;;
franklin_expedition_title;The Franklin Expedition;;;;;;;;;;;;;
franklin_expedition_desc;The idea of a possible passage from the Atlantic to the Pacific via the Canadian Arctic has persisted for many years, and it's high time to investigate it. Who better to send to lead the journey than Sir John Franklin, famous for leading another 2 arctic journeys during one of which he became famous for surviving starvation by eating his boot leather. He and and two crews will be sent aboard the HMS Terror and the HMS Erebus to sail to the Canadian arctic.;;;;;;;;;;;;;
usa_mexico_agreement_title;The Treaty of San Antonio;;;;;;;;;;;;;
usa_mexico_agreement_desc;The time has come to negotiate a peace treaty with the USA.;;;;;;;;;;;;;
outside_italia_irredenta_ITS_title;Italia Irredenta;;;;;;;;;;;;;
outside_italia_irredenta_ITA_desc;We can now claim more land for our Italian puppet.;;;;;;;;;;;;;
craftsmen_fix_desc;The craftsmen bug is when you have a province that has craftsmen of an unaccepted culture and none of an accepted culture. §RIt forces all unaccepted craftsmen to become farmers/laborers if they are on your cores or your colonies§!.;;;;;;;;;;;;;
craftsmen_fix_title;Demote unaccepted/colonial craftsmen;;;;;;;;;;;;;
bureaucrats_fix_desc;The bureaucrats bug is when you have a province that has bureaucrats of an unaccepted culture and none of an accepted culture, they get paid by you but don't actually increase your administration efficiency, so you're just throwing money away. §RIt forces all unaccepted bureaucrats to become farmers/laborers if they are on your cores or your colonies§!.;;;;;;;;;;;;;
bureaucrats_fix_title;Demote unaccepted/colonial bureaucrats;;;;;;;;;;;;;
incorporate_louisiana_title;Incorporate Louisiana;;;;;;;;;;;;;
incorporate_louisiana_desc;§RGain 5 infamy§! Now that we have freed Louisiana from the Americans, we can incorporate it into our nation. The disastrous effects of its loss, first to the filthy French, then to the vile Americans, shall finally be reversed. We will certainly settle, develop and improve Louisiana more so than any power that has previously controlled.;;;;;;;;;;;;;
you_arent_going_to_the_uk;UK Immigrant Debuff;;;;;;;;;;;;;
you_arent_going_to_the_uk_desc;This is an immigration debuffer to make the UK not get unrealistic immigration.;;;;;;;;;;;;;
you_are_going_to_the_usa;US Immigrant Boost;;;;;;;;;;;;;
you_are_going_to_the_usa_desc;This is an immigration booster to make the US get realistic immigration.;;;;;;;;;;;;;
indian_lands;Indian Lands;;;;;;;;;;;;;
burn_white_house_title;Burn down the White House;;;;;;;;;;;;;
burn_white_house_desc;§RGain 2 infamy§! After capturing the White House from the Americans, we can repeat the events of the War of 1812 and burn it down.;;;;;;;;;;;;;
conquer_lib_desert_title;Occupation of the Libyan desert;;;;;;;;;;;;;
conquer_lib_desert_desc;With our position in South Algeria, we can conquer the uncolonized Libyan desert.;;;;;;;;;;;;;
munich_coin_treaty_enacted;The Munich Coin Treaty;;;;;;;;;;;;;
munich_coin_treaty_enacted_desc;The Munich Coin Treaty of 1837 has standardized South German currencies, allowing for ease of trade and travel.;;;;;;;;;;;;;
munich_coin_treaty_title;The Munich Coin Treaty;;;;;;;;;;;;;
munich_coin_treaty_desc;The Munich Coin Treaty of 1837 would standardize South German currencies, allowing for ease of trade and travel.;;;;;;;;;;;;;
send_liman_title;The Liman von Sanders mission;;;;;;;;;;;;;
send_liman_desc;The Ottoman Empire has been declining for a long time. We could send them a military mission to gain influence and modernize their army.;;;;;;;;;;;;;
reconquer_transylvania_title;Reconquer Transylvania;;;;;;;;;;;;;
reconquer_transylvania_desc;§RGain 7.5 infamy§!Though over a century has passed since our rule in Transylvania ended, with the integration of Moldavia and Wallachia our influence in the region has been revitalized. The Romanian majority in Transylvania is unhappy with Austrian rule and would rather be in the same country as their brethren, namely the Ottoman Empire. We can use this as a pretext to reconquer Transylvania.;;;;;;;;;;;;;
military_score;Have less military score than;;;;;;;;;;;;;
canning_process;Canning Process;;;;;;;;;;;;;
canning_process_desc;Canning is a method of preserving food in which the food contents are processed and sealed in an airtight container (jars like Mason jars, and steel and tin cans). Canning provides a shelf life that typically ranges from one to five years, although under specific circumstances, it can be much longer. The advent of this technology allows food to be canned and processed in factories.;;;;;;;;;;;;;
industrial_paper_production;Industrial Paper Production;;;;;;;;;;;;;
industrial_paper_production_desc;Paper is a thin sheet material produced by mechanically or chemically processing cellulose fibers derived from wood, rags, grasses or other vegetable sources in water, draining the water through fine mesh leaving the fiber evenly distributed on the surface, followed by pressing and drying. Although paper was originally made in single sheets by hand, it is now possible for us to industrialize this process.;;;;;;;;;;;;;
industrial_luxury_furniture_production;Industrial Luxury Furniture Production;;;;;;;;;;;;;
industrial_furniture_production;Industrial Furniture Production;;;;;;;;;;;;;
industrial_furniture_production_desc;The increase in the demand for reasonably priced furniture has placed a premium on the economical use of wood. With our advances in production, it is possible to industrially produce furniture at a much quicker pace, and for a cheaper cost.;;;;;;;;;;;;;
industrial_sawmills;Industrial Sawmills;;;;;;;;;;;;;
industrial_sawmills_desc;The circular saw blade has been invented, and with the development of steam power, a much greater degree of mechanization is possible. Scrap lumber from the mill provides a source of fuel for firing the boiler. The arrival of railroads means that logs can be transported to mills rather than mills being built besides navigable waterways. This will increase our output of lumber by a great deal.;;;;;;;;;;;;;
mobile_warfare_doctrine;Mobile Warfare Doctrine;;;;;;;;;;;;;
the_han_system;The Han System;;;;;;;;;;;;;
the_han_system_desc;The Han System is the division of Japan into Daimyo states, causing great disunity.;;;;;;;;;;;;;
corinth_canal_build_title;Build the Corinth Canal;;;;;;;;;;;;;
corinth_canal_build_desc;With newer excavating innovations, we can attempt to excavate a shipping route across the Corinthian isthmus to enable ease of trade and tourism.;;;;;;;;;;;;;
HFM_RED_TURBAN_REBELLION_CRUSHED_TITLE;Red Turban Rebellion defeated;;;;;;;;;;;;;
CANAL_13;The Channel Tunnel;;;;;;;;;;;;;
CANAL_12;The Nicaragua Canal;;;;;;;;;;;;;
CANAL_11;The White Sea Canal;;;;;;;;;;;;;
CANAL_9;The Kra Canal;;;;;;;;;;;;;
canton_system_country;The Canton System;;;;;;;;;;;;;
canton_system_country_desc;The Canton System serves as a means for China to control trade with the West within its own country by focusing all trade on the southern port of Canton.;;;;;;;;;;;;;
net_child_school_law_title;De Leerplichtwet;;;;;;;;;;;;;
net_child_school_law_desc;The Leerplicht law, introduced in 1901, saw the end of child labor and the introduction of compulsory schooling.;;;;;;;;;;;;;
net_child_labor_law_title;Kinderwetje van Van Houten;;;;;;;;;;;;;
net_child_labor_law_desc;Van Houten's child law, introduced in 1874 by legislator Samuel van Houten, restricted child labor in the Netherlands.;;;;;;;;;;;;;
remove_outside_cores_sw_title;Remove outside cores SW;;;;;;;;;;;;;
remove_outside_cores_sw_desc;This decision removes all unowned cores of existing countries in shattered world.;;;;;;;;;;;;;
more_infamy_reduction_sw_desc;More infamy reduction to accommodate for core removal in SW;;;;;;;;;;;;;
more_infamy_reduction_sw_title;More infamy reduction (not a cheat);;;;;;;;;;;;;
bornean_interior_title;Expedition to the Bornean Interior;;;;;;;;;;;;;
bornean_interior_desc;The thickly forested terrain of central Borneo has long been an obstacle to exploration and colonization, however with global imperialism on the rise we need to rush to claim it before another power can.;;;;;;;;;;;;;
become_SRD_title;Become Sardinia;;;;;;;;;;;;;
become_SRD_desc;After losing our lands in continental Europe, the time has come to retreat to Sardinia and embrace the Sardinian culture and nationality.;;;;;;;;;;;;;
become_SYC_title;Become Sicily;;;;;;;;;;;;;
become_SYC_desc;After losing our lands in continental Europe, the time has come to retreat to Sicily and embrace the Sicilian culture and nationality.;;;;;;;;;;;;;
isolationist_jihadism;Isolationist Jihadism;;;;;;;;;;;;;
isolationist_jihadism_desc;Allahu Akbar!;;;;;;;;;;;;;
outside_italia_irredenta_ITS_desc;Our vassal state in Italy should be given its rightful claims.;;;;;;;;;;;;;
retake_colombo_title;Reintegrate Kandy;;;;;;;;;;;;;
retake_colombo_desc;After the Matele rebellion, the region of Kandy must be reintegrated into the East India Company.;;;;;;;;;;;;;
industrial_luxury_furniture_production_desc;We have discovered efficient processes to produce furniture.;;;;;;;;;;;;;
caribbean_rgo_normalization_title;Caribbean Plantations;;;;;;;;;;;;;
caribbean_rgo_normalization_desc;With new technology, plantations in the Caribbean are becoming more efficient.;;;;;;;;;;;;;
greenland_purchase_title;The Greenland Purchase;;;;;;;;;;;;;
greenland_purchase_desc;United States Secretary of State William H. Seward, who had negotiated the purchase of Alaska from the Russian Empire, considers the idea of American annexation of Greenland and Iceland an idea worthy of serious consideration. Greenland's terrain and location make it very useful to us as a defensive outpost, yet to its current proprietors it is almost completely useless. An offer of 1 million dollars should surely convince them.;;;;;;;;;;;;;
take_entenschnabel_title;The Entenschnabel;;;;;;;;;;;;;
take_entenschnabel_desc;With our control over the interior of Kamerun secured, we can take more land to the North, which due to its peculiar shape will be known as the 'Entenschnabel' or 'duck's bill';;;;;;;;;;;;;
take_kamerun_interior_title;The Kamerun interior;;;;;;;;;;;;;
take_kamerun_interior_desc;After taking over the coast of Kamerun, we must integrate its hinterlands.;;;;;;;;;;;;;
dominican_ultimatum_title;The Dominican Ultimatum;;;;;;;;;;;;;
dominican_ultimatum_desc;Spain has conquered the Dominican Republic while we were busy fighting a civil war. Now that we have recovered, the time has come to kick them out of Hispaniola and enforce the Monroe Doctrine.;;;;;;;;;;;;;
organize_algeria_fra_title;Organize Algeria;;;;;;;;;;;;;
organize_algeria_fra_desc;With increasing French settlement in Algeria, the time has come to integrate it into France proper.;;;;;;;;;;;;;
the_armstrong_gun;The Armstrong Gun;;;;;;;;;;;;;
the_armstrong_gun_desc;The piece was rifled, which allowed for a much more accurate and powerful action. The gun was also a breech-loader. What made it really revolutionary lay in the technique of the construction of the gun barrel that allowed it to withstand much more powerful explosive forces.;;;;;;;;;;;;;
outside_form_CLT_title;Create the Celtic Union;;;;;;;;;;;;;
outside_form_CLT_desc;With Scotland, Ireland and Wales under our control, we can unify them into a strong vassal.;;;;;;;;;;;;;
greater_slovenia_title;Greater Slovenia;;;;;;;;;;;;;
greater_slovenia_desc;Pola, Fiume and Klagenfurt all have Slovenian minorities whom we must rescue from foreign rule!;;;;;;;;;;;;;
PV_INTERNAL_MIGRATION;Internal Migration;;;;;;;;;;;;;
rio_branco_law_title;The Rio Branco Law;;;;;;;;;;;;;
rio_branco_law_desc;§GLose 1 infamy§! The Rio Branco Law, also known as the Law of Free Birth, named after its champion, Prime Minister José Paranhos, Viscount of Rio Branco, intended to provide freedom to all newborn children of slaves, and slaves of the state or crown. Slaveholders of the children's parents were to provide care for the children until the age of 21 or turn them over to the state in return for monetary compensation.;;;;;;;;;;;;;
